stringa cercata;limite shared mem;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
unevenstring;16;128;12;25;7000;198379243243,24
unevenstring;16;128;12;26;7000;198379243243,24
unevenstring;16;128;12;27;7000;198379243243,24
unevenstring;16;128;12;28;7000;209715200000,00
unevenstring;16;128;12;29;7000;215883294117,65
unevenstring;16;128;12;30;7000;222425212121,21
unevenstring;16;160;9;1;7000;203889777777,78
unevenstring;16;160;9;2;7000;209715200000,00
unevenstring;16;160;9;3;7000;209715200000,00
unevenstring;16;160;9;4;7000;209715200000,00
unevenstring;16;160;9;5;7000;215883294117,65
unevenstring;16;160;9;6;7000;222425212121,21
unevenstring;16;160;9;7;7000;215883294117,65
unevenstring;16;160;9;8;7000;215883294117,65
unevenstring;16;160;9;9;7000;215883294117,65
unevenstring;16;160;9;10;7000;222425212121,21
unevenstring;16;160;9;11;7000;222425212121,21
unevenstring;16;160;9;12;7000;215883294117,65
unevenstring;16;160;9;13;7000;222425212121,21
unevenstring;16;160;9;14;7000;222425212121,21
unevenstring;16;160;9;15;7000;222425212121,21
unevenstring;16;160;9;16;7000;203889777777,78
unevenstring;16;160;9;17;7000;215883294117,65
unevenstring;16;160;9;18;7000;215883294117,65
unevenstring;16;160;9;19;7000;215883294117,65
unevenstring;16;160;9;20;7000;215883294117,65
unevenstring;16;160;9;21;7000;215883294117,65
unevenstring;16;160;9;22;7000;209715200000,00
unevenstring;16;160;9;23;7000;209715200000,00
unevenstring;16;160;9;24;7000;209715200000,00
unevenstring;16;160;9;25;7000;215883294117,65
unevenstring;16;160;9;26;7000;209715200000,00
unevenstring;16;160;9;27;7000;215883294117,65
unevenstring;16;160;9;28;7000;209715200000,00
unevenstring;16;160;9;29;7000;215883294117,65
unevenstring;16;160;9;30;7000;215883294117,65
unevenstring;16;192;8;1;7000;215883294117,65
unevenstring;16;192;8;2;7000;215883294117,65
unevenstring;16;192;8;3;7000;222425212121,21
unevenstring;16;192;8;4;7000;222425212121,21
unevenstring;16;192;8;5;7000;222425212121,21
unevenstring;16;192;8;6;7000;222425212121,21
unevenstring;16;192;8;7;7000;222425212121,21
unevenstring;16;192;8;8;7000;215883294117,65
unevenstring;16;192;8;9;7000;222425212121,21
unevenstring;16;192;8;10;7000;222425212121,21
unevenstring;16;192;8;11;7000;215883294117,65
unevenstring;16;192;8;12;7000;215883294117,65
unevenstring;16;192;8;13;7000;222425212121,21
unevenstring;16;192;8;14;7000;215883294117,65
unevenstring;16;192;8;15;7000;215883294117,65
unevenstring;16;192;8;16;7000;215883294117,65
unevenstring;16;192;8;17;7000;215883294117,65
unevenstring;16;192;8;18;7000;215883294117,65
unevenstring;16;192;8;19;7000;209715200000,00
unevenstring;16;192;8;20;7000;209715200000,00
unevenstring;16;192;8;21;7000;209715200000,00
unevenstring;16;192;8;22;7000;215883294117,65
unevenstring;16;192;8;23;7000;215883294117,65
unevenstring;16;192;8;24;7000;236775225806,45
unevenstring;16;192;8;25;7000;229376000000,00
unevenstring;16;192;8;26;7000;229376000000,00
unevenstring;16;192;8;27;7000;222425212121,21
unevenstring;16;192;8;28;7000;222425212121,21
unevenstring;16;192;8;29;7000;229376000000,00
unevenstring;16;192;8;30;7000;222425212121,21
unevenstring;16;224;6;1;7000;209715200000,00
unevenstring;16;224;6;2;7000;215883294117,65
unevenstring;16;224;6;3;7000;215883294117,65
unevenstring;16;224;6;4;7000;215883294117,65
unevenstring;16;224;6;5;7000;215883294117,65
unevenstring;16;224;6;6;7000;209715200000,00
unevenstring;16;224;6;7;7000;209715200000,00
unevenstring;16;224;6;8;7000;209715200000,00
unevenstring;16;224;6;9;7000;209715200000,00
unevenstring;16;224;6;10;7000;209715200000,00
unevenstring;16;224;6;11;7000;209715200000,00
unevenstring;16;224;6;12;7000;209715200000,00
unevenstring;16;224;6;13;7000;209715200000,00
unevenstring;16;224;6;14;7000;209715200000,00
unevenstring;16;224;6;15;7000;203889777777,78
unevenstring;16;224;6;16;7000;209715200000,00
