thread;rep;throughput;target_string;file_size 
1;2;7.29867e+08;unevenstring;6000 
1;3;7.2158e+08;unevenstring;6000 
1;4;7.2936e+08;unevenstring;6000 
1;5;7.29444e+08;unevenstring;6000 
1;6;7.28178e+08;unevenstring;6000 
1;7;7.23322e+08;unevenstring;6000 
1;8;7.22326e+08;unevenstring;6000 
1;9;7.25156e+08;unevenstring;6000 
1;10;7.35929e+08;unevenstring;6000 
2;1;1.45804e+09;unevenstring;6000 
2;2;1.43118e+09;unevenstring;6000 
2;3;1.43739e+09;unevenstring;6000 
2;4;1.43772e+09;unevenstring;6000 
2;5;1.43085e+09;unevenstring;6000 
2;6;1.43772e+09;unevenstring;6000 
2;7;1.42631e+09;unevenstring;6000 
2;8;1.41731e+09;unevenstring;6000 
2;9;1.4289e+09;unevenstring;6000 
2;10;1.42534e+09;unevenstring;6000 
3;1;2.09227e+09;unevenstring;6000 
3;2;2.09227e+09;unevenstring;6000 
3;3;2.08672e+09;unevenstring;6000 
3;4;2.0881e+09;unevenstring;6000 
3;5;2.0888e+09;unevenstring;6000 
3;6;2.0621e+09;unevenstring;6000 
3;7;2.09785e+09;unevenstring;6000 
3;8;2.09297e+09;unevenstring;6000 
3;9;2.10135e+09;unevenstring;6000 
3;10;2.09157e+09;unevenstring;6000 
4;1;2.65462e+09;unevenstring;6000 
4;2;2.64347e+09;unevenstring;6000 
4;3;2.63131e+09;unevenstring;6000 
4;4;2.66361e+09;unevenstring;6000 
4;5;2.53075e+09;unevenstring;6000 
4;6;2.55854e+09;unevenstring;6000 
4;7;2.63021e+09;unevenstring;6000 
4;8;2.63903e+09;unevenstring;6000 
4;9;2.61708e+09;unevenstring;6000 
4;10;2.62911e+09;unevenstring;6000 
5;1;3.069e+09;unevenstring;6000 
5;2;3.0705e+09;unevenstring;6000 
5;3;3.08254e+09;unevenstring;6000 
5;4;3.06452e+09;unevenstring;6000 
5;5;3.05559e+09;unevenstring;6000 
5;6;2.83654e+09;unevenstring;6000 
5;7;2.91136e+09;unevenstring;6000 
5;8;3.05707e+09;unevenstring;6000 
5;9;3.06005e+09;unevenstring;6000 
5;10;3.0541e+09;unevenstring;6000 
6;1;3.37706e+09;unevenstring;6000 
6;2;3.39162e+09;unevenstring;6000 
6;3;3.45495e+09;unevenstring;6000 
6;4;3.29568e+09;unevenstring;6000 
6;5;3.24469e+09;unevenstring;6000 
